UniqueID,school,team,block,level,relative_start_time,relative_end_time,60_sec_start_time,60_sec_end_time,level_duration,gold_trophy,silver_trophy,won,GROUPID
CPS2-ASU-T44-ExpBlock2-370.8981,ASU,CPS2-ASU-T44,ExpBlock2,Scale,370.8981,464.2778,395,454,93.3797,1,0,1,1044
CPS2-ASU-T44-ExpBlock2-470.7766,ASU,CPS2-ASU-T44,ExpBlock2,Timing is Everything,470.7766,607.4173,538,597,136.6407,0,0,0,1044
CPS2-ASU-T44-ExpBlock2-616.4776,ASU,CPS2-ASU-T44,ExpBlock2,Fe2,616.4776,765.9157,696,755,149.4381,1,0,1,1044
CPS2-ASU-T44-ExpBlock2-777.8439999999999,ASU,CPS2-ASU-T44,ExpBlock2,Timing is Everything,777.844,900.009,840,899,122.165,0,0,0,1044
CPS2-ASU-T44-Warmup-39.0927,ASU,CPS2-ASU-T44,Warmup,Can Opener,39.0927,757.1712,688,747,718.0785,0,1,1,1044
CPS2-ASU-T44-Warmup-765.3656,ASU,CPS2-ASU-T44,Warmup,Yippie!,765.3656,899.993,840,899,134.6274,0,0,0,1044
CPS2-ASU-T45-ExpBlock1-146.4001,ASU,CPS2-ASU-T45,ExpBlock1,Fe2,146.4001,497.134,428,487,350.7339,1,0,1,1045
CPS2-ASU-T45-ExpBlock1-558.0681,ASU,CPS2-ASU-T45,ExpBlock1,Timing is Everything,558.0681,705.1812,636,695,147.1131,1,0,1,1045
CPS2-ASU-T45-ExpBlock1-712.3621,ASU,CPS2-ASU-T45,ExpBlock1,Green Apple,712.3621,834.579,765,824,122.2169,1,0,1,1045
CPS2-ASU-T45-ExpBlock1-9.862,ASU,CPS2-ASU-T45,ExpBlock1,Scale,9.862,141.0496,72,131,131.1876,1,0,1,1045
CPS2-ASU-T45-ExpBlock2-11.4062,ASU,CPS2-ASU-T45,ExpBlock2,Top spin,11.4062,728.0092,659,718,716.603,0,1,1,1045
CPS2-ASU-T45-ExpBlock2-735.8197,ASU,CPS2-ASU-T45,ExpBlock2,Think Ahead,735.8197,899.999,840,899,164.1793,0,0,0,1045
CPS2-ASU-T45-Warmup-128.8803,ASU,CPS2-ASU-T45,Warmup,Can Opener,128.8803,724.2768,655,714,595.3965,0,1,1,1045
CPS2-ASU-T45-Warmup-737.8933,ASU,CPS2-ASU-T45,Warmup,Spider Web,737.8933,899.997,840,899,162.1037,0,0,0,1045
CPS2-ASU-T46-ExpBlock1-109.5956,ASU,CPS2-ASU-T46,ExpBlock1,Fe2,109.5956,900.009,840,899,790.4134,0,0,0,1046
CPS2-ASU-T46-ExpBlock2-45.7482,ASU,CPS2-ASU-T46,ExpBlock2,Dolphin Show,45.7482,900.012,840,899,854.2638,0,0,0,1046
CPS2-ASU-T46-Warmup-366.8874,ASU,CPS2-ASU-T46,Warmup,Yippie!,366.8874,860.4064,791,850,493.519,0,1,1,1046
CPS2-ASU-T46-Warmup-69.0921,ASU,CPS2-ASU-T46,Warmup,Can Opener,69.0921,360.86,291,350,291.7679,0,1,1,1046
CPS2-ASU-T47-ExpBlock1-127.6323,ASU,CPS2-ASU-T47,ExpBlock1,Top spin,127.6323,471.6882,402,461,344.0559,0,0,0,1047
CPS2-ASU-T47-ExpBlock1-491.3096,ASU,CPS2-ASU-T47,ExpBlock1,Trunk Slide,491.3096,892.1608,823,882,400.8512,0,1,1,1047
CPS2-ASU-T47-ExpBlock2-109.2262,ASU,CPS2-ASU-T47,ExpBlock2,Timing is Everything,109.2262,278.979,209,268,169.7528,1,0,1,1047
CPS2-ASU-T47-ExpBlock2-298.0918,ASU,CPS2-ASU-T47,ExpBlock2,Smiley Mouth,298.0918,518.2399,449,508,220.1481,1,0,1,1047
CPS2-ASU-T47-ExpBlock2-630.7105,ASU,CPS2-ASU-T47,ExpBlock2,Fe2,630.7105,900.019,840,899,269.3085,0,0,0,1047
CPS2-ASU-T47-Warmup-27.1961,ASU,CPS2-ASU-T47,Warmup,Spider Web,27.1961,566.977,497,556,539.7809,0,1,1,1047
CPS2-ASU-T47-Warmup-576.8173,ASU,CPS2-ASU-T47,Warmup,Can Opener,576.8173,900.01,840,899,323.1927,0,0,0,1047
CPS2-ASU-T50-ExpBlock1-12.1766,ASU,CPS2-ASU-T50,ExpBlock1,Scale,12.1766,161.1587,92,151,148.9821,0,1,1,1050
CPS2-ASU-T50-ExpBlock1-168.3593,ASU,CPS2-ASU-T50,ExpBlock1,Timing is Everything,168.3593,447.2123,378,437,278.853,1,0,1,1050
CPS2-ASU-T50-ExpBlock1-527.5388,ASU,CPS2-ASU-T50,ExpBlock1,Fe2,527.5388,621.5005,552,611,93.9617,0,0,0,1050
CPS2-ASU-T50-ExpBlock1-621.5005,ASU,CPS2-ASU-T50,ExpBlock1,One at a time,621.5005,828.1296,759,818,206.6291,0,1,1,1050
CPS2-ASU-T50-ExpBlock2-15.8802,ASU,CPS2-ASU-T50,ExpBlock2,Top spin,15.8802,900.027,840,899,884.1468,0,0,0,1050
CPS2-ASU-T50-Warmup-52.0343,ASU,CPS2-ASU-T50,Warmup,Can Opener,52.0343,900.024,840,899,847.9897,0,0,0,1050
CPS2-ASU-T51-ExpBlock1-9.7413,ASU,CPS2-ASU-T51,ExpBlock1,Top spin,9.7413,900.011,840,899,890.2697,0,0,0,1051
CPS2-ASU-T51-ExpBlock2-28.6924,ASU,CPS2-ASU-T51,ExpBlock2,Timing is Everything,28.6924,471.8604,402,461,443.168,0,1,1,1051
CPS2-ASU-T51-ExpBlock2-478.1248,ASU,CPS2-ASU-T51,ExpBlock2,Fe2,478.1248,837.8023,768,827,359.6775,0,1,1,1051
CPS2-ASU-T51-Warmup-21.8617,ASU,CPS2-ASU-T51,Warmup,Can Opener,21.8617,900.0,840,899,878.1383,0,0,0,1051
CPS2-ASU-T52-ExpBlock1-422.1186,ASU,CPS2-ASU-T52,ExpBlock1,Trunk Slide,422.1186,536.1176,467,526,113.999,0,1,1,1052
CPS2-ASU-T52-ExpBlock1-540.7574,ASU,CPS2-ASU-T52,ExpBlock1,Caterpillar,540.7574,900.018,840,899,359.2606,0,0,0,1052
CPS2-ASU-T52-ExpBlock1-8.8604,ASU,CPS2-ASU-T52,ExpBlock1,Top spin,8.8604,415.68,346,405,406.8196,0,1,1,1052
CPS2-ASU-T52-ExpBlock2-20.189,ASU,CPS2-ASU-T52,ExpBlock2,Scale,20.189,121.0515,52,111,100.8625,0,1,1,1052
CPS2-ASU-T52-ExpBlock2-217.6376,ASU,CPS2-ASU-T52,ExpBlock2,Smiley Mouth,217.6376,539.6778,470,529,322.0402,1,0,1,1052
CPS2-ASU-T52-Warmup-117.3044,ASU,CPS2-ASU-T52,Warmup,Can Opener,117.3044,465.9673,396,455,348.6629,0,1,1,1052
CPS2-ASU-T52-Warmup-475.3507,ASU,CPS2-ASU-T52,Warmup,Yippie!,475.3507,581.9578,512,571,106.6071,0,1,1,1052
CPS2-ASU-T52-Warmup-646.0966,ASU,CPS2-ASU-T52,Warmup,Double Hoppy,646.0966,900.016,840,899,253.9194,0,0,0,1052
CPS2-ASU-T54-ExpBlock1-129.0,ASU,CPS2-ASU-T54,ExpBlock1,Green Apple,129.0,212.0,143,202,83.0,0,1,1,1054
CPS2-ASU-T54-ExpBlock1-218.0,ASU,CPS2-ASU-T54,ExpBlock1,Fe2,218.0,627.0,558,617,409.0,0,0,0,1054
CPS2-ASU-T54-ExpBlock1-48.0,ASU,CPS2-ASU-T54,ExpBlock1,Timing is Everything,48.0,121.0,52,111,73.0,0,1,1,1054
CPS2-ASU-T54-ExpBlock1-627.0,ASU,CPS2-ASU-T54,ExpBlock1,Smiley Mouth,627.0,748.0,679,738,121.0,1,0,1,1054
CPS2-ASU-T54-ExpBlock1-792.0,ASU,CPS2-ASU-T54,ExpBlock1,Fe2,792.0,899.0,840,899,107.0,0,0,0,1054
CPS2-ASU-T54-Warmup-418.3055,ASU,CPS2-ASU-T54,Warmup,Yippie!,418.3055,524.7147,455,514,106.4092,0,1,1,1054
CPS2-ASU-T54-Warmup-531.6945,ASU,CPS2-ASU-T54,Warmup,Spider Web,531.6945,627.7705,558,617,96.076,0,1,1,1054
CPS2-ASU-T54-Warmup-57.7458,ASU,CPS2-ASU-T54,Warmup,Can Opener,57.7458,410.6812,341,400,352.9354,0,1,1,1054
CPS2-ASU-T54-Warmup-633.4356,ASU,CPS2-ASU-T54,Warmup,Double Hoppy,633.4356,900.007,840,899,266.5714,0,0,0,1054
CPS2-ASU-T56-ExpBlock1-30.0425,ASU,CPS2-ASU-T56,ExpBlock1,Top spin,30.0425,893.3572,824,883,863.3147,0,1,1,1056
CPS2-ASU-T56-ExpBlock2-138.7884,ASU,CPS2-ASU-T56,ExpBlock2,Timing is Everything,138.7884,351.2222,282,341,212.4338,0,1,1,1056
CPS2-ASU-T56-ExpBlock2-394.0724,ASU,CPS2-ASU-T56,ExpBlock2,Fe2,394.0724,572.5182,503,562,178.4458,1,0,1,1056
CPS2-ASU-T56-Warmup-49.2643,ASU,CPS2-ASU-T56,Warmup,Can Opener,49.2643,613.9104,544,603,564.6461,0,0,0,1056
CPS2-ASU-T56-Warmup-613.9104,ASU,CPS2-ASU-T56,Warmup,Yippie!,613.9104,900.026,840,899,286.1156,0,0,0,1056
CPS2-ASU-T59-ExpBlock1-28.5745,ASU,CPS2-ASU-T59,ExpBlock1,Cloudy Day,28.5745,846.9218,777,836,818.3473,0,1,1,1059
CPS2-ASU-T59-ExpBlock2-536.589,ASU,CPS2-ASU-T59,ExpBlock2,Green Apple,536.589,613.4092,544,603,76.8202,0,1,1,1059
CPS2-ASU-T59-ExpBlock2-666.3258,ASU,CPS2-ASU-T59,ExpBlock2,Smiley Mouth,666.3258,900.001,840,899,233.6752,0,0,0,1059
CPS2-ASU-T59-ExpBlock2-86.4373,ASU,CPS2-ASU-T59,ExpBlock2,Timing is Everything,86.4373,528.3582,459,518,441.9209,0,1,1,1059
CPS2-ASU-T59-Warmup-96.3942,ASU,CPS2-ASU-T59,Warmup,Spider Web,96.3942,900.0,840,899,803.6058,0,0,0,1059
CPS2-ASU-T60-ExpBlock1-17.6414,ASU,CPS2-ASU-T60,ExpBlock1,Top spin,17.6414,900.008,840,899,882.3666,0,0,0,1060
CPS2-ASU-T60-ExpBlock2-365.2318,ASU,CPS2-ASU-T60,ExpBlock2,Timing is Everything,365.2318,900.001,840,899,534.7692,0,0,0,1060
CPS2-ASU-T60-ExpBlock2-54.4305,ASU,CPS2-ASU-T60,ExpBlock2,Fe2,54.4305,350.0084,281,340,295.5779,1,0,1,1060
CPS2-ASU-T60-Warmup-34.8154,ASU,CPS2-ASU-T60,Warmup,Yippie!,34.8154,613.5693,544,603,578.7539,1,0,1,1060
CPS2-ASU-T60-Warmup-629.7493,ASU,CPS2-ASU-T60,Warmup,Spider Web,629.7493,900.036,840,899,270.2867,0,0,0,1060
CPS2-ASU-T61-ExpBlock1-147.5895,ASU,CPS2-ASU-T61,ExpBlock1,Timing is Everything,147.5895,679.421,610,669,531.8315,0,1,1,1061
CPS2-ASU-T61-ExpBlock1-729.1787,ASU,CPS2-ASU-T61,ExpBlock1,Fe2,729.1787,900.001,840,899,170.8223,0,0,0,1061
CPS2-ASU-T61-ExpBlock1-8.6189,ASU,CPS2-ASU-T61,ExpBlock1,Scale,8.6189,97.6753,28,87,89.0564,0,1,1,1061
CPS2-ASU-T61-ExpBlock2-10.6845,ASU,CPS2-ASU-T61,ExpBlock2,Top spin,10.6845,366.5678,297,356,355.8833,0,1,1,1061
CPS2-ASU-T61-ExpBlock2-377.1008,ASU,CPS2-ASU-T61,ExpBlock2,Trunk Slide,377.1008,533.1129,464,523,156.0121,0,1,1,1061
CPS2-ASU-T61-ExpBlock2-538.7248,ASU,CPS2-ASU-T61,ExpBlock2,Think Ahead,538.7248,900.011,840,899,361.2862,0,0,0,1061
CPS2-ASU-T61-Warmup-507.7865,ASU,CPS2-ASU-T61,Warmup,Can Opener,507.7865,768.2281,699,758,260.4416,0,0,0,1061
CPS2-ASU-T61-Warmup-56.7074,ASU,CPS2-ASU-T61,Warmup,Yippie!,56.7074,489.3803,420,479,432.6729,0,1,1,1061
CPS2-ASU-T61-Warmup-839.9585,ASU,CPS2-ASU-T61,Warmup,Annoying Lever,839.9585,900.011,840,899,60.0525,0,0,0,1061
CPS2-ASU-T62-ExpBlock1-183.2709,ASU,CPS2-ASU-T62,ExpBlock1,Fe2,183.2709,590.9035,521,580,407.6326,0,1,1,1062
CPS2-ASU-T62-ExpBlock1-632.635,ASU,CPS2-ASU-T62,ExpBlock1,One at a time,632.635,795.3476,726,785,162.7126,0,1,1,1062
CPS2-ASU-T62-ExpBlock1-8.9634,ASU,CPS2-ASU-T62,ExpBlock1,Scale,8.9634,83.0757,14,73,74.1123,0,1,1,1062
CPS2-ASU-T62-ExpBlock1-89.8439,ASU,CPS2-ASU-T62,ExpBlock1,Timing is Everything,89.8439,178.429,109,168,88.5851,0,1,1,1062
CPS2-ASU-T62-ExpBlock2-327.9581,ASU,CPS2-ASU-T62,ExpBlock2,Trunk Slide,327.9581,455.0,386,445,127.0419,0,1,1,1062
CPS2-ASU-T62-ExpBlock2-519.0832,ASU,CPS2-ASU-T62,ExpBlock2,Dolphin Show,519.0832,841.195,772,831,322.1118,0,0,0,1062
CPS2-ASU-T62-ExpBlock2-6.7253,ASU,CPS2-ASU-T62,ExpBlock2,Top spin,6.7253,252.4204,183,242,245.6951,0,0,0,1062
CPS2-ASU-T62-Warmup-40.1311,ASU,CPS2-ASU-T62,Warmup,Can Opener,40.1311,900.02,840,899,859.8889,0,0,0,1062
CPS2-ASU-T67-ExpBlock1-44.547,ASU,CPS2-ASU-T67,ExpBlock1,Think Ahead,44.547,900.01,840,899,855.463,0,0,0,1067
CPS2-ASU-T67-ExpBlock2-207.1653,ASU,CPS2-ASU-T67,ExpBlock2,Scale,207.1653,340.1468,271,330,132.9815,0,1,1,1067
CPS2-ASU-T67-ExpBlock2-347.8919,ASU,CPS2-ASU-T67,ExpBlock2,Timing is Everything,347.8919,486.4022,417,476,138.5103,1,0,1,1067
CPS2-ASU-T67-ExpBlock2-43.1854,ASU,CPS2-ASU-T67,ExpBlock2,Green Apple,43.1854,144.3566,75,134,101.1712,1,0,1,1067
CPS2-ASU-T67-ExpBlock2-526.3614,ASU,CPS2-ASU-T67,ExpBlock2,Fe2,526.3614,900.01,840,899,373.6486,0,0,0,1067
CPS2-ASU-T67-Warmup-257.9493,ASU,CPS2-ASU-T67,Warmup,Double Hoppy,257.9493,739.7374,670,729,481.7881,0,1,1,1067
CPS2-ASU-T67-Warmup-786.0806,ASU,CPS2-ASU-T67,Warmup,Yippie!,786.0806,900.009,840,899,113.9284,0,0,0,1067
CPS2-ASU-T68-ExpBlock1-12.9103,ASU,CPS2-ASU-T68,ExpBlock1,Top spin,12.9103,899.992,840,899,887.0817,0,0,0,1068
CPS2-ASU-T68-ExpBlock2-39.306999999999995,ASU,CPS2-ASU-T68,ExpBlock2,Timing is Everything,39.307,876.9347,807,866,837.6277,0,1,1,1068
CPS2-ASU-T68-Warmup-135.6575,ASU,CPS2-ASU-T68,Warmup,Can Opener,135.6575,220.5949,151,210,84.9374,0,0,0,1068
CPS2-ASU-T68-Warmup-220.5949,ASU,CPS2-ASU-T68,Warmup,Yippie!,220.5949,451.842,382,441,231.2471,1,0,1,1068
CPS2-ASU-T68-Warmup-28.8189,ASU,CPS2-ASU-T68,Warmup,Can Opener,28.8189,129.0258,60,119,100.2069,1,0,1,1068
CPS2-ASU-T68-Warmup-486.9749,ASU,CPS2-ASU-T68,Warmup,Double Hoppy,486.9749,900.026,840,899,413.0511,0,0,0,1068
CPS2-ASU-T69-ExpBlock1-12.2483,ASU,CPS2-ASU-T69,ExpBlock1,Scale,12.2483,134.7144,65,124,122.4661,0,1,1,1069
CPS2-ASU-T69-ExpBlock1-147.7265,ASU,CPS2-ASU-T69,ExpBlock1,Scale,147.7265,254.4318,185,244,106.7053,0,0,0,1069
CPS2-ASU-T69-ExpBlock1-254.4318,ASU,CPS2-ASU-T69,ExpBlock1,Fe2,254.4318,839.1323,770,829,584.7005,0,1,1,1069
CPS2-ASU-T69-ExpBlock2-389.4383,ASU,CPS2-ASU-T69,ExpBlock2,Think Ahead,389.4383,628.1046,559,618,238.6663,0,0,0,1069
CPS2-ASU-T69-ExpBlock2-639.5672,ASU,CPS2-ASU-T69,ExpBlock2,Trunk Slide,639.5672,900.026,840,899,260.4588,0,0,0,1069
CPS2-ASU-T69-ExpBlock2-8.8849,ASU,CPS2-ASU-T69,ExpBlock2,Top spin,8.8849,389.4383,320,379,380.5534,0,0,0,1069
CPS2-ASU-T69-Warmup-318.7303,ASU,CPS2-ASU-T69,Warmup,Yippie!,318.7303,412.0245,343,402,93.2942,0,1,1,1069
CPS2-ASU-T69-Warmup-447.4324,ASU,CPS2-ASU-T69,Warmup,Annoying Lever,447.4324,900.012,840,899,452.5796,0,0,0,1069
CPS2-ASU-T69-Warmup-48.317,ASU,CPS2-ASU-T69,Warmup,Can Opener,48.317,309.8059,240,299,261.4889,0,1,1,1069
CPS2-ASU-T70-ExpBlock1-339.9995,ASU,CPS2-ASU-T70,ExpBlock1,Scale,339.9995,534.5362,465,524,194.5367,0,1,1,1070
CPS2-ASU-T70-ExpBlock1-47.7411,ASU,CPS2-ASU-T70,ExpBlock1,Timing is Everything,47.7411,339.9995,270,329,292.2584,0,0,0,1070
CPS2-ASU-T70-ExpBlock1-560.3059,ASU,CPS2-ASU-T70,ExpBlock1,Green Apple,560.3059,675.5676,606,665,115.2617,0,1,1,1070
CPS2-ASU-T70-ExpBlock1-683.1185,ASU,CPS2-ASU-T70,ExpBlock1,One at a time,683.1185,793.5001,724,783,110.3816,1,0,1,1070
CPS2-ASU-T70-ExpBlock1-799.7919,ASU,CPS2-ASU-T70,ExpBlock1,Smiley Mouth,799.7919,900.032,840,899,100.2401,0,0,0,1070
CPS2-ASU-T70-ExpBlock2-13.529000000000002,ASU,CPS2-ASU-T70,ExpBlock2,Trunk Slide,13.529,131.7903,62,121,118.2613,0,0,0,1070
CPS2-ASU-T70-ExpBlock2-131.7903,ASU,CPS2-ASU-T70,ExpBlock2,Cloudy Day,131.7903,238.7293,169,228,106.939,1,0,1,1070
CPS2-ASU-T70-ExpBlock2-384.8341,ASU,CPS2-ASU-T70,ExpBlock2,Uphill Battle,384.8341,472.2618,403,462,87.4277,1,0,1,1070
CPS2-ASU-T70-ExpBlock2-479.9568,ASU,CPS2-ASU-T70,ExpBlock2,Caterpillar,479.9568,772.046,703,762,292.0892,0,1,1,1070
CPS2-ASU-T70-ExpBlock2-785.1374,ASU,CPS2-ASU-T70,ExpBlock2,Think Ahead,785.1374,900.009,840,899,114.8716,0,0,0,1070
CPS2-ASU-T70-Warmup-604.4705,ASU,CPS2-ASU-T70,Warmup,Can Opener,604.4705,900.031,840,899,295.5605,0,0,0,1070
CPS2-ASU-T71-ExpBlock1-39.7174,ASU,CPS2-ASU-T71,ExpBlock1,Top spin,39.7174,900.022,840,899,860.3046,0,0,0,1071
CPS2-ASU-T71-ExpBlock2-105.4165,ASU,CPS2-ASU-T71,ExpBlock2,Fe2,105.4165,208.2076,139,198,102.7911,0,0,0,1071
CPS2-ASU-T71-ExpBlock2-208.2076,ASU,CPS2-ASU-T71,ExpBlock2,Scale,208.2076,313.8479,244,303,105.6403,0,0,0,1071
CPS2-ASU-T71-ExpBlock2-313.8479,ASU,CPS2-ASU-T71,ExpBlock2,One at a time,313.8479,406.1537,337,396,92.3058,1,0,1,1071
CPS2-ASU-T71-ExpBlock2-411.346,ASU,CPS2-ASU-T71,ExpBlock2,Smiley Mouth,411.346,497.1488,428,487,85.8028,0,0,0,1071
CPS2-ASU-T71-ExpBlock2-546.132,ASU,CPS2-ASU-T71,ExpBlock2,Green Apple,546.132,655.7041,586,645,109.5721,1,0,1,1071
CPS2-ASU-T71-ExpBlock2-664.3794,ASU,CPS2-ASU-T71,ExpBlock2,Smiley Mouth,664.3794,789.6006,720,779,125.2212,0,1,1,1071
CPS2-ASU-T71-Warmup-58.9183,ASU,CPS2-ASU-T71,Warmup,Can Opener,58.9183,900.016,840,899,841.0977,0,0,0,1071
CPS2-ASU-T72-ExpBlock1-37.1605,ASU,CPS2-ASU-T72,ExpBlock1,Top spin,37.1605,900.012,840,899,862.8515,0,0,0,1072
CPS2-ASU-T72-Warmup-335.7608,ASU,CPS2-ASU-T72,Warmup,Annoying Lever,335.7608,900.029,840,899,564.2682,0,0,0,1072
CPS2-ASU-T72-Warmup-55.278999999999996,ASU,CPS2-ASU-T72,Warmup,Spider Web,55.279,320.8941,251,310,265.6151,1,0,1,1072
CPS2-ASU-T74-ExpBlock1-206.6555,ASU,CPS2-ASU-T74,ExpBlock1,Timing is Everything,206.6555,900.018,840,899,693.3625,0,0,0,1074
CPS2-ASU-T74-ExpBlock1-44.5138,ASU,CPS2-ASU-T74,ExpBlock1,Scale,44.5138,136.5659,67,126,92.0521,1,0,1,1074
CPS2-ASU-T74-ExpBlock2-13.7874,ASU,CPS2-ASU-T74,ExpBlock2,Top spin,13.7874,900.018,840,899,886.2306,0,0,0,1074
CPS2-ASU-T74-Warmup-22.5886,ASU,CPS2-ASU-T74,Warmup,Can Opener,22.5886,537.9114,468,527,515.3228,0,1,1,1074
CPS2-ASU-T74-Warmup-547.398,ASU,CPS2-ASU-T74,Warmup,Yippie!,547.398,633.4263,564,623,86.0283,0,1,1,1074
CPS2-ASU-T74-Warmup-650.3296,ASU,CPS2-ASU-T74,Warmup,Spider Web,650.3296,899.3971,830,889,249.0675,0,1,1,1074
CPS2-ASU-T75-ExpBlock1-189.8623,ASU,CPS2-ASU-T75,ExpBlock1,Smiley Mouth,189.8623,402.232,333,392,212.3697,0,1,1,1075
CPS2-ASU-T75-ExpBlock1-410.8726,ASU,CPS2-ASU-T75,ExpBlock1,Fe2,410.8726,575.1939,506,565,164.3213,0,1,1,1075
CPS2-ASU-T75-ExpBlock1-697.8223,ASU,CPS2-ASU-T75,ExpBlock1,Timing is Everything,697.8223,808.5745,739,798,110.7522,1,0,1,1075
CPS2-ASU-T75-ExpBlock1-825.5773,ASU,CPS2-ASU-T75,ExpBlock1,Smiley Mouth,825.5773,900.005,840,899,74.4277,0,0,0,1075
CPS2-ASU-T75-ExpBlock2-107.5902,ASU,CPS2-ASU-T75,ExpBlock2,Think Ahead,107.5902,647.2246,578,637,539.6344,0,1,1,1075
CPS2-ASU-T75-ExpBlock2-15.9152,ASU,CPS2-ASU-T75,ExpBlock2,Top spin,15.9152,95.9391,26,85,80.0239,0,1,1,1075
CPS2-ASU-T75-ExpBlock2-660.5196,ASU,CPS2-ASU-T75,ExpBlock2,Uphill Battle,660.5196,889.933,820,879,229.4134,1,0,1,1075
CPS2-ASU-T75-Warmup-243.3183,ASU,CPS2-ASU-T75,Warmup,Spider Web,243.3183,368.5812,299,358,125.2629,1,0,1,1075
CPS2-ASU-T75-Warmup-375.7482,ASU,CPS2-ASU-T75,Warmup,Annoying Lever,375.7482,900.019,840,899,524.2708,0,0,0,1075
CPS2-ASU-T75-Warmup-96.243,ASU,CPS2-ASU-T75,Warmup,Can Opener,96.243,237.6237,168,227,141.3807,0,1,1,1075
CPS2-ASU-T76-ExpBlock1-17.8815,ASU,CPS2-ASU-T76,ExpBlock1,Scale,17.8815,183.0,114,173,165.1185,0,1,1,1076
CPS2-ASU-T76-ExpBlock1-188.7535,ASU,CPS2-ASU-T76,ExpBlock1,Timing is Everything,188.7535,607.1674,538,597,418.4139,0,0,0,1076
CPS2-ASU-T76-ExpBlock1-690.48,ASU,CPS2-ASU-T76,ExpBlock1,Fe2,690.48,900.024,840,899,209.544,0,0,0,1076
CPS2-ASU-T76-ExpBlock2-321.7393,ASU,CPS2-ASU-T76,ExpBlock2,Cloudy Day,321.7393,413.311,344,403,91.5717,0,1,1,1076
CPS2-ASU-T76-ExpBlock2-497.0889,ASU,CPS2-ASU-T76,ExpBlock2,Trunk Slide,497.0889,572.0,503,562,74.9111,0,1,1,1076
CPS2-ASU-T76-ExpBlock2-574.2697,ASU,CPS2-ASU-T76,ExpBlock2,Trunk Slide,574.2697,680.0,611,670,105.7303,0,1,1,1076
CPS2-ASU-T76-ExpBlock2-69.7638,ASU,CPS2-ASU-T76,ExpBlock2,Top spin,69.7638,321.7393,252,311,251.9755,0,0,0,1076
CPS2-ASU-T76-ExpBlock2-725.9037,ASU,CPS2-ASU-T76,ExpBlock2,Think Ahead,725.9037,900.009,840,899,174.1053,0,0,0,1076
