UniqueID,school,team,block,level,relative_start_time,relative_end_time,60_sec_start_time,60_sec_end_time,level_duration,gold_trophy,silver_trophy,won,GROUPID
CPS2-ASU-T77-ExpBlock1-269.4914,ASU,CPS2-ASU-T77,ExpBlock1,Scale,269.4914,377.0982,308,367,107.6068,0,1,1,1077
CPS2-ASU-T77-ExpBlock1-472.51,ASU,CPS2-ASU-T77,ExpBlock1,Timing is Everything,472.51,900.045,840,899,427.535,0,0,0,1077
CPS2-ASU-T77-ExpBlock2-32.8232,ASU,CPS2-ASU-T77,ExpBlock2,Trunk Slide,32.8232,618.4431,549,608,585.6199,0,0,0,1077
CPS2-ASU-T77-ExpBlock2-637.2994,ASU,CPS2-ASU-T77,ExpBlock2,Think Ahead,637.2994,900.143,840,899,262.8436,0,0,0,1077
CPS2-ASU-T78-ExpBlock1-128.4477,ASU,CPS2-ASU-T78,ExpBlock1,Timing is Everything,128.4477,648.8998,579,638,520.4521,0,1,1,1078
CPS2-ASU-T78-ExpBlock1-24.5199,ASU,CPS2-ASU-T78,ExpBlock1,Scale,24.5199,123.9481,54,113,99.4282,1,0,1,1078
CPS2-ASU-T78-ExpBlock1-653.2255,ASU,CPS2-ASU-T78,ExpBlock1,Fe2,653.2255,900.007,840,899,246.7815,0,0,0,1078
CPS2-ASU-T78-ExpBlock2-12.3534,ASU,CPS2-ASU-T78,ExpBlock2,Top spin,12.3534,230.826,161,220,218.4726,0,1,1,1078
CPS2-ASU-T78-ExpBlock2-240.234,ASU,CPS2-ASU-T78,ExpBlock2,Trunk Slide,240.234,648.6032,579,638,408.3692,0,0,0,1078
CPS2-ASU-T78-ExpBlock2-648.6032,ASU,CPS2-ASU-T78,ExpBlock2,Think Ahead,648.6032,900.053,840,899,251.4498,0,0,0,1078
CPS2-ASU-T78-Warmup-34.7697,ASU,CPS2-ASU-T78,Warmup,Can Opener,34.7697,747.6436,678,737,712.8739,0,0,0,1078
CPS2-ASU-T78-Warmup-823.6593,ASU,CPS2-ASU-T78,Warmup,Spider Web,823.6593,900.019,840,899,76.3597,0,0,0,1078
CPS2-ASU-T80-ExpBlock1-18.2551,ASU,CPS2-ASU-T80,ExpBlock1,Top spin,18.2551,900.035,840,899,881.7799,0,0,0,1080
CPS2-ASU-T80-ExpBlock2-13.5387,ASU,CPS2-ASU-T80,ExpBlock2,Scale,13.5387,84.5999,15,74,71.0612,1,0,1,1080
CPS2-ASU-T80-ExpBlock2-465.19,ASU,CPS2-ASU-T80,ExpBlock2,Fe2,465.19,709.4995,640,699,244.3095,0,1,1,1080
CPS2-ASU-T80-ExpBlock2-752.1152,ASU,CPS2-ASU-T80,ExpBlock2,One at a time,752.1152,852.3664,783,842,100.2512,0,1,1,1080
CPS2-ASU-T80-ExpBlock2-93.8187,ASU,CPS2-ASU-T80,ExpBlock2,Timing is Everything,93.8187,455.1307,386,445,361.312,1,0,1,1080
CPS2-ASU-T80-Warmup-281.5356,ASU,CPS2-ASU-T80,Warmup,Yippie!,281.5356,434.4152,365,424,152.8796,0,1,1,1080
CPS2-ASU-T80-Warmup-40.9225,ASU,CPS2-ASU-T80,Warmup,Can Opener,40.9225,272.7924,203,262,231.8699,1,0,1,1080
CPS2-ASU-T80-Warmup-509.6865,ASU,CPS2-ASU-T80,Warmup,Double Hoppy,509.6865,899.996,840,899,390.3095,0,0,0,1080
CPS2-ASU-T83-ExpBlock1-22.9045,ASU,CPS2-ASU-T83,ExpBlock1,Cloudy Day,22.9045,393.5942,324,383,370.6897,0,0,0,1083
CPS2-ASU-T83-ExpBlock1-393.5942,ASU,CPS2-ASU-T83,ExpBlock1,Trunk Slide,393.5942,738.1254,669,728,344.5312,0,1,1,1083
CPS2-ASU-T83-ExpBlock1-763.4354,ASU,CPS2-ASU-T83,ExpBlock1,Top spin,763.4354,900.009,840,899,136.5736,0,0,0,1083
CPS2-ASU-T83-ExpBlock2-265.5606,ASU,CPS2-ASU-T83,ExpBlock2,Timing is Everything,265.5606,518.0989,449,508,252.5383,0,1,1,1083
CPS2-ASU-T83-ExpBlock2-526.9487,ASU,CPS2-ASU-T83,ExpBlock2,Fe2,526.9487,600.3798,531,590,73.4311,0,0,0,1083
CPS2-ASU-T83-ExpBlock2-640.7824,ASU,CPS2-ASU-T83,ExpBlock2,One at a time,640.7824,847.3048,778,837,206.5224,0,1,1,1083
CPS2-ASU-T83-Warmup-134.6754,ASU,CPS2-ASU-T83,Warmup,Spider Web,134.6754,279.8639,210,269,145.1885,0,0,0,1083
CPS2-ASU-T83-Warmup-279.8639,ASU,CPS2-ASU-T83,Warmup,Can Opener,279.8639,900.021,840,899,620.1571,0,0,0,1083
CPS2-ASU-T84-ExpBlock1-32.537,ASU,CPS2-ASU-T84,ExpBlock1,Top spin,32.537,374.4675,305,364,341.9305,0,1,1,1084
CPS2-ASU-T84-ExpBlock1-382.7958,ASU,CPS2-ASU-T84,ExpBlock1,Trunk Slide,382.7958,539.8901,470,529,157.0943,0,1,1,1084
CPS2-ASU-T84-ExpBlock1-546.4505,ASU,CPS2-ASU-T84,ExpBlock1,Caterpillar,546.4505,657.3717,588,647,110.9212,0,0,0,1084
CPS2-ASU-T84-ExpBlock1-657.3717,ASU,CPS2-ASU-T84,ExpBlock1,Think Ahead,657.3717,800.3932,731,790,143.0215,0,1,1,1084
CPS2-ASU-T84-ExpBlock1-808.8721,ASU,CPS2-ASU-T84,ExpBlock1,Dolphin Show,808.8721,900.007,840,899,91.1349,0,0,0,1084
CPS2-ASU-T84-ExpBlock2-10.2668,ASU,CPS2-ASU-T84,ExpBlock2,Scale,10.2668,86.1822,17,76,75.9154,0,1,1,1084
CPS2-ASU-T84-ExpBlock2-124.0966,ASU,CPS2-ASU-T84,ExpBlock2,Timing is Everything,124.0966,332.0089,263,322,207.9123,0,1,1,1084
CPS2-ASU-T84-ExpBlock2-343.8169,ASU,CPS2-ASU-T84,ExpBlock2,Fe2,343.8169,420.642,351,410,76.8251,0,1,1,1084
CPS2-ASU-T84-ExpBlock2-546.016,ASU,CPS2-ASU-T84,ExpBlock2,Smiley Mouth,546.016,706.3753,637,696,160.3593,1,0,1,1084
CPS2-ASU-T84-ExpBlock2-720.8956,ASU,CPS2-ASU-T84,ExpBlock2,Timing is Everything,720.8956,900.008,840,899,179.1124,0,0,0,1084
CPS2-ASU-T84-Warmup-17.8285,ASU,CPS2-ASU-T84,Warmup,Can Opener,17.8285,211.9283,142,201,194.0998,0,1,1,1084
CPS2-ASU-T84-Warmup-251.1933,ASU,CPS2-ASU-T84,Warmup,Can Opener,251.1933,329.137,260,319,77.9437,0,0,0,1084
CPS2-ASU-T84-Warmup-329.13699999999994,ASU,CPS2-ASU-T84,Warmup,Yippie!,329.137,899.999,840,899,570.862,0,0,0,1084
CPS2-ASU-T86-ExpBlock1-254.0,ASU,CPS2-ASU-T86,ExpBlock1,Fe2,254.0,653.0,584,643,399.0,0,1,1,1086
CPS2-ASU-T86-ExpBlock1-658.0,ASU,CPS2-ASU-T86,ExpBlock1,Green Apple,658.0,880.0,811,870,222.0,0,1,1,1086
CPS2-ASU-T86-ExpBlock1-9.0,ASU,CPS2-ASU-T86,ExpBlock1,Scale,9.0,189.0,120,179,180.0,0,1,1,1086
CPS2-ASU-T86-ExpBlock2-13.0,ASU,CPS2-ASU-T86,ExpBlock2,Top spin,13.0,674.0,605,664,661.0,0,1,1,1086
CPS2-ASU-T86-ExpBlock2-684.0,ASU,CPS2-ASU-T86,ExpBlock2,Trunk Slide,684.0,900.001,840,899,216.001,0,0,0,1086
CPS2-ASU-T86-Warmup-233.7122,ASU,CPS2-ASU-T86,Warmup,Can Opener,233.7122,314.0,245,304,80.2878,0,1,1,1086
CPS2-ASU-T86-Warmup-26.1068,ASU,CPS2-ASU-T86,Warmup,Can Opener,26.1068,223.2091,154,213,197.1023,0,1,1,1086
CPS2-ASU-T86-Warmup-342.2277,ASU,CPS2-ASU-T86,Warmup,Yippie!,342.2277,506.1869,437,496,163.9592,0,1,1,1086
CPS2-ASU-T86-Warmup-545.6746,ASU,CPS2-ASU-T86,Warmup,Double Hoppy,545.6746,809.5435,740,799,263.8689,0,1,1,1086
CPS2-ASU-T87-ExpBlock1-10.9311,ASU,CPS2-ASU-T87,ExpBlock1,Top spin,10.9311,249.0286,180,239,238.0975,0,0,0,1087
CPS2-ASU-T87-ExpBlock1-249.0286,ASU,CPS2-ASU-T87,ExpBlock1,Trunk Slide,249.0286,477.3815,408,467,228.3529,0,1,1,1087
CPS2-ASU-T87-ExpBlock1-490.2441,ASU,CPS2-ASU-T87,ExpBlock1,Think Ahead,490.2441,900.008,840,899,409.7639,0,0,0,1087
CPS2-ASU-T87-ExpBlock2-453.0712,ASU,CPS2-ASU-T87,ExpBlock2,Green Apple,453.0712,591.1341,522,581,138.0629,0,1,1,1087
CPS2-ASU-T87-ExpBlock2-603.5832,ASU,CPS2-ASU-T87,ExpBlock2,Smiley Mouth,603.5832,674.493,605,664,70.9098,0,1,1,1087
CPS2-ASU-T87-ExpBlock2-64.7616,ASU,CPS2-ASU-T87,ExpBlock2,Fe2,64.7616,421.1127,352,411,356.3511,0,1,1,1087
CPS2-ASU-T87-ExpBlock2-687.2636,ASU,CPS2-ASU-T87,ExpBlock2,Timing is Everything,687.2636,899.932,840,899,212.6684,0,0,0,1087
CPS2-ASU-T87-Warmup-210.467,ASU,CPS2-ASU-T87,Warmup,Yippie!,210.467,748.0751,679,738,537.6081,0,0,0,1087
CPS2-ASU-T87-Warmup-66.5006,ASU,CPS2-ASU-T87,Warmup,Can Opener,66.5006,210.467,141,200,143.9664,0,0,0,1087
CPS2-ASU-T87-Warmup-748.0751,ASU,CPS2-ASU-T87,Warmup,Spider Web,748.0751,900.021,840,899,151.9459,0,0,0,1087
CPS2-ASU-T89-ExpBlock1-107.1775,ASU,CPS2-ASU-T89,ExpBlock1,Timing is Everything,107.1775,599.1559,530,589,491.9784,0,1,1,1089
CPS2-ASU-T89-ExpBlock1-607.3013,ASU,CPS2-ASU-T89,ExpBlock1,Timing is Everything,607.3013,687.3073,618,677,80.006,0,0,0,1089
CPS2-ASU-T89-ExpBlock1-797.2819999999999,ASU,CPS2-ASU-T89,ExpBlock1,Smiley Mouth,797.282,900.021,840,899,102.739,0,0,0,1089
CPS2-ASU-T89-ExpBlock2-335.2322,ASU,CPS2-ASU-T89,ExpBlock2,Caterpillar,335.2322,556.7082,487,546,221.476,0,1,1,1089
CPS2-ASU-T89-ExpBlock2-567.3203,ASU,CPS2-ASU-T89,ExpBlock2,Cloudy Day,567.3203,742.8487,673,732,175.5284,0,0,0,1089
CPS2-ASU-T89-ExpBlock2-62.5701,ASU,CPS2-ASU-T89,ExpBlock2,Trunk Slide,62.5701,312.98,243,302,250.4099,0,1,1,1089
CPS2-ASU-T89-ExpBlock2-742.8487,ASU,CPS2-ASU-T89,ExpBlock2,Top spin,742.8487,900.07,840,899,157.2213,0,0,0,1089
CPS2-ASU-T89-Warmup-18.4233,ASU,CPS2-ASU-T89,Warmup,Can Opener,18.4233,498.1611,429,488,479.7378,0,1,1,1089
CPS2-ASU-T89-Warmup-580.3179,ASU,CPS2-ASU-T89,Warmup,Double Hoppy,580.3179,900.012,840,899,319.6941,0,0,0,1089
CPS2-ASU-T90-ExpBlock1-108.3095,ASU,CPS2-ASU-T90,ExpBlock1,Scale,108.3095,311.99,242,301,203.6805,0,1,1,1090
CPS2-ASU-T90-ExpBlock1-317.2619,ASU,CPS2-ASU-T90,ExpBlock1,Timing is Everything,317.2619,761.1696,692,751,443.9077,0,1,1,1090
CPS2-ASU-T90-ExpBlock1-822.1294,ASU,CPS2-ASU-T90,ExpBlock1,Smiley Mouth,822.1294,900.014,840,899,77.8846,0,0,0,1090
CPS2-ASU-T90-ExpBlock2-6.0688,ASU,CPS2-ASU-T90,ExpBlock2,Top spin,6.0688,900.013,840,899,893.9442,0,0,0,1090
CPS2-ASU-T90-Warmup-12.4865,ASU,CPS2-ASU-T90,Warmup,Can Opener,12.4865,900.01,840,899,887.5235,0,0,0,1090
CPS2-ASU-T91-ExpBlock1-21.0742,ASU,CPS2-ASU-T91,ExpBlock1,Top spin,21.0742,252.9875,183,242,231.9133,0,0,0,1091
CPS2-ASU-T91-ExpBlock1-252.9875,ASU,CPS2-ASU-T91,ExpBlock1,Trunk Slide,252.9875,509.0173,440,499,256.0298,0,1,1,1091
CPS2-ASU-T91-ExpBlock1-520.4678,ASU,CPS2-ASU-T91,ExpBlock1,Think Ahead,520.4678,900.055,840,899,379.5872,0,0,0,1091
CPS2-ASU-T91-ExpBlock2-274.4173,ASU,CPS2-ASU-T91,ExpBlock2,Fe2,274.4173,418.7254,349,408,144.3081,0,1,1,1091
CPS2-ASU-T91-ExpBlock2-430.6506,ASU,CPS2-ASU-T91,ExpBlock2,Smiley Mouth,430.6506,562.2394,493,552,131.5888,1,0,1,1091
CPS2-ASU-T91-ExpBlock2-752.7061,ASU,CPS2-ASU-T91,ExpBlock2,Fe2,752.7061,899.948,840,899,147.2419,0,0,0,1091
CPS2-ASU-T91-ExpBlock2-8.7199,ASU,CPS2-ASU-T91,ExpBlock2,Scale,8.7199,93.6729,24,83,84.953,0,1,1,1091
CPS2-ASU-T91-ExpBlock2-99.8598,ASU,CPS2-ASU-T91,ExpBlock2,Timing is Everything,99.8598,191.5638,122,181,91.704,0,1,1,1091
CPS2-ASU-T91-Warmup-13.0552,ASU,CPS2-ASU-T91,Warmup,Can Opener,13.0552,173.6725,104,163,160.6173,0,0,0,1091
CPS2-ASU-T91-Warmup-247.9928,ASU,CPS2-ASU-T91,Warmup,Can Opener,247.9928,403.499,334,393,155.5062,0,1,1,1091
CPS2-ASU-T91-Warmup-409.2587,ASU,CPS2-ASU-T91,Warmup,Double Hoppy,409.2587,707.4443,638,697,298.1856,1,0,1,1091
CPS2-ASU-T91-Warmup-716.9689,ASU,CPS2-ASU-T91,Warmup,Annoying Lever,716.9689,862.0915,793,852,145.1226,0,1,1,1091
CPS2-ASU-T93-ExpBlock1-14.4864,ASU,CPS2-ASU-T93,ExpBlock1,Scale,14.4864,249.4933,180,239,235.0069,0,1,1,1093
CPS2-ASU-T93-ExpBlock1-254.2033,ASU,CPS2-ASU-T93,ExpBlock1,Fe2,254.2033,757.933,688,747,503.7297,0,0,0,1093
CPS2-ASU-T93-ExpBlock1-773.0607,ASU,CPS2-ASU-T93,ExpBlock1,Green Apple,773.0607,900.019,840,899,126.9583,0,0,0,1093
CPS2-ASU-T93-ExpBlock2-27.0247,ASU,CPS2-ASU-T93,ExpBlock2,Top spin,27.0247,270.3944,201,260,243.3697,0,0,0,1093
CPS2-ASU-T93-ExpBlock2-270.3944,ASU,CPS2-ASU-T93,ExpBlock2,Think Ahead,270.3944,450.4042,381,440,180.0098,0,0,0,1093
CPS2-ASU-T93-ExpBlock2-461.3928,ASU,CPS2-ASU-T93,ExpBlock2,Trunk Slide,461.3928,634.2607,565,624,172.8679,0,0,0,1093
CPS2-ASU-T93-ExpBlock2-634.2607,ASU,CPS2-ASU-T93,ExpBlock2,Dolphin Show,634.2607,900.034,840,899,265.7733,0,0,0,1093
CPS2-ASU-T93-Warmup-183.668,ASU,CPS2-ASU-T93,Warmup,Spider Web,183.668,310.8014,241,300,127.1334,1,0,1,1093
CPS2-ASU-T93-Warmup-30.3318,ASU,CPS2-ASU-T93,Warmup,Can Opener,30.3318,144.8179,75,134,114.4861,1,0,1,1093
CPS2-ASU-T93-Warmup-348.2169,ASU,CPS2-ASU-T93,Warmup,Yippie!,348.2169,503.4764,434,493,155.2595,1,0,1,1093
CPS2-ASU-T93-Warmup-519.9616,ASU,CPS2-ASU-T93,Warmup,Double Hoppy,519.9616,900.005,840,899,380.0434,0,0,0,1093
CPS2-ASU-T96-ExpBlock1-39.2979,ASU,CPS2-ASU-T96,ExpBlock1,Cloudy Day,39.2979,628.3705,559,618,589.0726,1,0,1,1096
CPS2-ASU-T96-ExpBlock1-643.0092,ASU,CPS2-ASU-T96,ExpBlock1,Top spin,643.0092,900.009,840,899,256.9998,0,0,0,1096
CPS2-ASU-T96-ExpBlock2-209.1095,ASU,CPS2-ASU-T96,ExpBlock2,Timing is Everything,209.1095,676.2685,607,666,467.159,0,0,0,1096
CPS2-ASU-T96-ExpBlock2-27.7797,ASU,CPS2-ASU-T96,ExpBlock2,Scale,27.7797,195.9977,126,185,168.218,0,1,1,1096
CPS2-ASU-T96-Warmup-125.4092,ASU,CPS2-ASU-T96,Warmup,Yippie!,125.4092,578.8118,509,568,453.4026,0,0,0,1096
CPS2-ASU-T96-Warmup-578.8118,ASU,CPS2-ASU-T96,Warmup,Spider Web,578.8118,900.006,840,899,321.1942,0,0,0,1096
CPS2-ASU-T96-Warmup-8.7984,ASU,CPS2-ASU-T96,Warmup,Can Opener,8.7984,119.3735,50,109,110.5751,0,1,1,1096
CPS2-ASU-T97-ExpBlock1-341.5119,ASU,CPS2-ASU-T97,ExpBlock1,Smiley Mouth,341.5119,438.5353,369,428,97.0234,1,0,1,1097
CPS2-ASU-T97-ExpBlock1-444.7055,ASU,CPS2-ASU-T97,ExpBlock1,Fe2,444.7055,900.021,840,899,455.3155,0,0,0,1097
CPS2-ASU-T97-ExpBlock1-70.23,ASU,CPS2-ASU-T97,ExpBlock1,Timing is Everything,70.23,286.776,217,276,216.546,0,1,1,1097
CPS2-ASU-T97-ExpBlock2-11.6351,ASU,CPS2-ASU-T97,ExpBlock2,Top spin,11.6351,495.7233,426,485,484.0882,0,1,1,1097
CPS2-ASU-T97-ExpBlock2-503.5548,ASU,CPS2-ASU-T97,ExpBlock2,Trunk Slide,503.5548,899.959,840,899,396.4042,0,0,0,1097
CPS2-ASU-T97-Warmup-28.0778,ASU,CPS2-ASU-T97,Warmup,Can Opener,28.0778,860.8542,791,850,832.7764,0,1,1,1097
CPS2-ASU-T98-ExpBlock1-225.7079,ASU,CPS2-ASU-T98,ExpBlock1,Fe2,225.7079,617.5788,548,607,391.8709,0,0,0,1098
CPS2-ASU-T98-ExpBlock1-34.6685,ASU,CPS2-ASU-T98,ExpBlock1,Scale,34.6685,219.7545,150,209,185.086,0,1,1,1098
CPS2-ASU-T98-ExpBlock1-617.5788,ASU,CPS2-ASU-T98,ExpBlock1,Timing is Everything,617.5788,900.002,840,899,282.4232,0,0,0,1098
CPS2-ASU-T98-ExpBlock2-274.3526,ASU,CPS2-ASU-T98,ExpBlock2,Dolphin Show,274.3526,373.2425,304,363,98.8899,0,0,0,1098
CPS2-ASU-T98-ExpBlock2-34.1617,ASU,CPS2-ASU-T98,ExpBlock2,Caterpillar,34.1617,209.6119,140,199,175.4502,0,0,0,1098
CPS2-ASU-T98-ExpBlock2-373.2425,ASU,CPS2-ASU-T98,ExpBlock2,Trunk Slide,373.2425,486.1302,417,476,112.8877,1,0,1,1098
CPS2-ASU-T98-ExpBlock2-495.8207,ASU,CPS2-ASU-T98,ExpBlock2,Top spin,495.8207,900.024,840,899,404.2033,0,0,0,1098
CPS2-ASU-T98-Warmup-397.1108,ASU,CPS2-ASU-T98,Warmup,Yippie!,397.1108,762.4277,693,752,365.3169,0,1,1,1098
CPS2-ASU-T98-Warmup-7.3556,ASU,CPS2-ASU-T98,Warmup,Can Opener,7.3556,390.8868,321,380,383.5312,0,1,1,1098
CPS2-ASU-T98-Warmup-767.2599,ASU,CPS2-ASU-T98,Warmup,Spider Web,767.2599,900.002,840,899,132.7421,0,0,0,1098
CPS2-ASU-T99-ExpBlock1-32.8011,ASU,CPS2-ASU-T99,ExpBlock1,Top spin,32.8011,547.6573,478,537,514.8562,0,1,1,1099
CPS2-ASU-T99-ExpBlock1-556.4751,ASU,CPS2-ASU-T99,ExpBlock1,Think Ahead,556.4751,900.003,840,899,343.5279,0,0,0,1099
CPS2-ASU-T99-ExpBlock2-419.9341,ASU,CPS2-ASU-T99,ExpBlock2,Fe2,419.9341,899.997,840,899,480.0629,0,0,0,1099
CPS2-ASU-T99-ExpBlock2-8.2943,ASU,CPS2-ASU-T99,ExpBlock2,Scale,8.2943,413.5234,344,403,405.2291,0,1,1,1099
CPS2-ASU-T99-Warmup-106.1727,ASU,CPS2-ASU-T99,Warmup,Yippie!,106.1727,267.9867,198,257,161.814,1,0,1,1099
CPS2-ASU-T99-Warmup-11.16,ASU,CPS2-ASU-T99,Warmup,Can Opener,11.16,98.5774,29,88,87.4174,1,0,1,1099
CPS2-ASU-T99-Warmup-273.5602,ASU,CPS2-ASU-T99,Warmup,Spider Web,273.5602,361.5168,292,351,87.9566,1,0,1,1099
CPS2-ASU-T99-Warmup-365.2725,ASU,CPS2-ASU-T99,Warmup,Double Hoppy,365.2725,837.1415,768,827,471.869,0,1,1,1099
CPS2-CU-T14-ExpBlock1-153.759,CU,CPS2-CU-T14,ExpBlock1,One at a time,153.759,278.3156,209,268,124.5566,1,0,1,2014
CPS2-CU-T14-ExpBlock1-28.6964,CU,CPS2-CU-T14,ExpBlock1,Green Apple,28.6964,147.8543,78,137,119.1579,0,1,1,2014
CPS2-CU-T14-ExpBlock1-290.2402,CU,CPS2-CU-T14,ExpBlock1,Smiley Mouth,290.2402,381.9525,312,371,91.7123,1,0,1,2014
CPS2-CU-T14-ExpBlock2-34.4911,CU,CPS2-CU-T14,ExpBlock2,Top spin,34.4911,658.8878,589,648,624.3967,0,0,0,2014
CPS2-CU-T14-ExpBlock2-658.8878,CU,CPS2-CU-T14,ExpBlock2,Caterpillar,658.8878,900.009,840,899,241.1212,0,0,0,2014
CPS2-CU-T14-Warmup-70.8918,CU,CPS2-CU-T14,Warmup,Can Opener,70.8918,871.6058,802,861,800.714,0,1,1,2014
CPS2-CU-T15-ExpBlock1-26.1019,CU,CPS2-CU-T15,ExpBlock1,Top spin,26.1019,789.2808,720,779,763.1789,0,0,0,2015
CPS2-CU-T15-ExpBlock1-789.2808,CU,CPS2-CU-T15,ExpBlock1,Trunk Slide,789.2808,900.004,840,899,110.7232,0,0,0,2015
CPS2-CU-T15-ExpBlock2-205.9946,CU,CPS2-CU-T15,ExpBlock2,Timing is Everything,205.9946,326.4519,257,316,120.4573,1,0,1,2015
CPS2-CU-T15-ExpBlock2-330.9966,CU,CPS2-CU-T15,ExpBlock2,Green Apple,330.9966,450.8179,381,440,119.8213,0,1,1,2015
CPS2-CU-T15-ExpBlock2-37.641,CU,CPS2-CU-T15,ExpBlock2,Scale,37.641,198.0864,129,188,160.4454,0,1,1,2015
CPS2-CU-T15-ExpBlock2-470.2801,CU,CPS2-CU-T15,ExpBlock2,Smiley Mouth,470.2801,595.6591,526,585,125.379,1,0,1,2015
CPS2-CU-T15-ExpBlock2-626.6752,CU,CPS2-CU-T15,ExpBlock2,Fe2,626.6752,900.002,840,899,273.3268,0,0,0,2015
CPS2-CU-T15-Warmup-36.7388,CU,CPS2-CU-T15,Warmup,Can Opener,36.7388,489.5623,420,479,452.8235,0,1,1,2015
CPS2-CU-T15-Warmup-579.3698,CU,CPS2-CU-T15,Warmup,Spider Web,579.3698,708.2814,639,698,128.9116,0,1,1,2015
CPS2-CU-T15-Warmup-713.2209,CU,CPS2-CU-T15,Warmup,Annoying Lever,713.2209,881.2081,812,871,167.9872,1,0,1,2015
CPS2-CU-T16-ExpBlock1-36.8153,CU,CPS2-CU-T16,ExpBlock1,Trunk Slide,36.8153,580.9401,511,570,544.1248,0,1,1,2016
CPS2-CU-T16-ExpBlock1-635.0431,CU,CPS2-CU-T16,ExpBlock1,Cloudy Day,635.0431,900.019,840,899,264.9759,0,0,0,2016
CPS2-CU-T16-ExpBlock2-378.9939,CU,CPS2-CU-T16,ExpBlock2,Timing is Everything,378.9939,900.014,840,899,521.0201,0,0,0,2016
CPS2-CU-T16-ExpBlock2-64.017,CU,CPS2-CU-T16,ExpBlock2,Green Apple,64.017,353.7883,284,343,289.7713,0,1,1,2016
CPS2-CU-T16-Warmup-164.8144,CU,CPS2-CU-T16,Warmup,Yippie!,164.8144,397.0662,328,387,232.2518,1,0,1,2016
CPS2-CU-T16-Warmup-408.3065,CU,CPS2-CU-T16,Warmup,Double Hoppy,408.3065,900.001,840,899,491.6945,0,0,0,2016
CPS2-CU-T18-ExpBlock1-171.7385,CU,CPS2-CU-T18,ExpBlock1,Fe2,171.7385,851.1102,782,841,679.3717,0,1,1,2018
CPS2-CU-T18-ExpBlock1-40.9505,CU,CPS2-CU-T18,ExpBlock1,Scale,40.9505,159.1869,90,149,118.2364,0,1,1,2018
CPS2-CU-T18-ExpBlock2-26.5304,CU,CPS2-CU-T18,ExpBlock2,Trunk Slide,26.5304,900.026,840,899,873.4956,0,0,0,2018
